ts,run_id,label,dpid,port_no,interval_s,tx_rate_bps,rx_rate_bps,tx_pps,rx_pps,tx_err_rate,rx_err_rate,tx_drop_rate,rx_drop_rate,utilization,loss_rate,score,is_anomaly
1778468173.665,20260511_084048,normal,00:00:00:00:00:00:02:02,1,4.996,7404.472,400.328,9.408,0.600,0.000000,0.000000,0.000000,0.000000,0.000001,0.000000,,
1778468173.666,20260511_084048,normal,00:00:00:00:00:00:02:01,1,4.996,7548.862,256.219,9.608,0.400,0.000000,0.000000,0.000000,0.000000,0.000001,0.000000,,
1778468173.667,20260511_084048,normal,00:00:00:00:00:00:03:01,4,4.996,3266.525,3314.562,3.202,3.202,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,
1778468173.669,20260511_084048,normal,00:00:00:00:00:00:03:02,1,4.992,7105.188,512.779,8.813,0.801,0.000000,0.000000,0.000000,0.000000,0.000001,0.000000,,
1778468173.669,20260511_084048,normal,00:00:00:00:00:00:01:03,4,4.999,3168.717,3463.183,3.001,3.201,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,
1778468173.669,20260511_084048,normal,00:00:00:00:00:00:02:03,4,4.996,3314.558,3561.148,3.202,3.403,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,
1778468173.670,20260511_084048,normal,00:00:00:00:00:00:01:02,1,4.997,7194.073,512.262,9.005,0.800,0.000000,0.000000,0.000000,0.000000,0.000001,0.000000,,
1778468173.670,20260511_084048,normal,00:00:00:00:00:00:03:03,4,4.994,3146.304,3412.234,3.004,3.404,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,
1778468173.665,20260511_084048,normal,00:00:00:00:00:00:02:02,4,4.996,3522.889,3465.242,3.603,3.203,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,
1778468173.671,20260511_084048,normal,00:00:00:00:00:00:01:01,4,5.003,3348.664,3348.664,2.998,2.998,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,
1778468173.666,20260511_084048,normal,00:00:00:00:00:00:02:01,4,4.996,3449.353,3177.120,3.203,3.003,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,
1778468173.667,20260511_084048,normal,00:00:00:00:00:00:03:01,1,4.996,7292.037,512.396,9.207,0.801,0.000000,0.000000,0.000000,0.000000,0.000001,0.000000,,
1778468173.669,20260511_084048,normal,00:00:00:00:00:00:03:02,4,4.992,3083.081,3461.255,2.804,3.405,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,
1778468173.669,20260511_084048,normal,00:00:00:00:00:00:01:03,1,4.999,7192.027,512.116,9.002,0.800,0.000000,0.000000,0.000000,0.000000,0.000001,0.000000,,
1778468173.669,20260511_084048,normal,00:00:00:00:00:00:02:03,1,4.996,6763.620,512.395,8.607,0.801,0.000000,0.000000,0.000000,0.000000,0.000001,0.000000,,
1778468173.670,20260511_084048,normal,00:00:00:00:00:00:01:02,4,4.997,3313.692,3265.667,3.202,3.202,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,
1778468173.670,20260511_084048,normal,00:00:00:00:00:00:03:03,1,4.994,6766.797,512.636,8.611,0.801,0.000000,0.000000,0.000000,0.000000,0.000001,0.000000,,
1778468173.665,20260511_084048,normal,00:00:00:00:00:00:02:02,2,4.996,3266.679,3314.718,3.203,3.203,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,
1778468173.671,20260511_084048,normal,00:00:00:00:00:00:01:01,1,5.003,7282.624,511.735,9.195,0.800,0.000000,0.000000,0.000000,0.000000,0.000001,0.000000,,
1778468173.666,20260511_084048,normal,00:00:00:00:00:00:02:01,5,4.996,3561.449,3314.838,3.403,3.203,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,
1778468173.667,20260511_084048,normal,00:00:00:00:00:00:03:01,5,4.996,3410.637,3144.831,3.403,3.002,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,
1778468173.669,20260511_084048,normal,00:00:00:00:00:00:03:02,2,4.992,3333.061,3413.182,3.205,3.405,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,
1778468173.669,20260511_084048,normal,00:00:00:00:00:00:01:03,5,4.999,3287.143,3175.118,3.201,3.001,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,
1778468173.669,20260511_084048,normal,00:00:00:00:00:00:02:03,2,4.996,3465.074,3170.447,3.202,3.002,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,
1778468173.670,20260511_084048,normal,00:00:00:00:00:00:01:02,2,4.997,3288.079,3560.218,3.202,3.402,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,
1778468173.670,20260511_084048,normal,00:00:00:00:00:00:03:03,5,4.994,3178.344,3290.483,3.004,3.204,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,
1778468173.665,20260511_084048,normal,00:00:00:00:00:00:02:02,5,4.996,3410.797,3522.889,3.403,3.603,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,
1778468173.671,20260511_084048,normal,00:00:00:00:00:00:01:01,2,5.003,3556.556,3284.697,3.398,3.198,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,
1778468173.666,20260511_084048,normal,00:00:00:00:00:00:02:01,2,4.996,3449.353,3353.270,3.203,3.003,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,
1778468173.667,20260511_084048,normal,00:00:00:00:00:00:03:01,2,4.996,3272.930,3449.066,3.202,3.202,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,
1778468173.669,20260511_084048,normal,00:00:00:00:00:00:03:02,5,4.992,3220.890,3467.665,3.005,3.205,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,
1778468173.669,20260511_084048,normal,00:00:00:00:00:00:01:03,2,4.999,3607.216,3280.742,3.401,3.201,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,
1778468173.669,20260511_084048,normal,00:00:00:00:00:00:02:03,5,4.996,3352.988,3176.852,3.002,3.002,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,
1778468173.670,20260511_084048,normal,00:00:00:00:00:00:01:02,5,4.997,3464.169,3409.741,3.202,3.402,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,
1778468173.670,20260511_084048,normal,00:00:00:00:00:00:03:03,2,4.994,3178.344,3354.563,3.004,3.004,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,
1778468173.665,20260511_084048,normal,00:00:00:00:00:00:02:02,3,4.996,3266.679,3497.268,3.203,3.203,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,
1778468173.671,20260511_084048,normal,00:00:00:00:00:00:01:01,5,5.003,3310.283,3262.308,3.198,3.198,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,
1778468173.666,20260511_084048,normal,00:00:00:00:00:00:02:01,3,4.996,3593.476,3266.796,3.403,3.203,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,
1778468173.667,20260511_084048,normal,00:00:00:00:00:00:03:01,3,4.996,3593.178,3410.637,3.403,3.403,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,
1778468173.669,20260511_084048,normal,00:00:00:00:00:00:03:02,3,4.992,3220.890,3499.714,3.005,3.205,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,
1778468173.669,20260511_084048,normal,00:00:00:00:00:00:01:03,3,4.999,3351.158,3255.136,3.001,2.801,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,
1778468173.669,20260511_084048,normal,00:00:00:00:00:00:02:03,3,4.996,3465.074,3522.719,3.202,3.603,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,
1778468173.670,20260511_084048,normal,00:00:00:00:00:00:01:02,3,4.997,3281.675,3608.242,3.202,3.402,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,
1778468173.670,20260511_084048,normal,00:00:00:00:00:00:03:03,3,4.994,3460.294,3274.463,3.404,3.204,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,
1778468173.671,20260511_084048,normal,00:00:00:00:00:00:01:01,3,5.003,3348.664,3444.614,2.998,3.198,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,
1778468178.670,20260511_084048,normal,00:00:00:00:00:00:02:01,1,5.004,265.372,0.000,0.400,0.000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,
1778468178.672,20260511_084048,normal,00:00:00:00:00:00:03:01,4,5.006,584.952,680.846,0.599,0.799,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,
1778468178.673,20260511_084048,normal,00:00:00:00:00:00:01:01,4,5.002,361.456,361.456,0.600,0.600,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,
1778468178.674,20260511_084048,normal,00:00:00:00:00:00:01:02,1,5.004,361.345,0.000,0.600,0.000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,
1778468178.674,20260511_084048,normal,00:00:00:00:00:00:03:03,4,5.004,569.189,585.177,0.600,0.600,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,
1778468178.670,20260511_084048,normal,00:00:00:00:00:00:02:01,4,5.004,265.372,681.016,0.400,0.799,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,
1778468178.675,20260511_084048,normal,00:00:00:00:00:00:01:03,4,5.006,680.808,249.310,0.799,0.400,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,
1778468178.672,20260511_084048,normal,00:00:00:00:00:00:03:01,1,5.006,265.306,0.000,0.400,0.000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,
1778468178.677,20260511_084048,normal,00:00:00:00:00:00:03:02,1,5.008,361.002,0.000,0.599,0.000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,
1778468178.678,20260511_084048,normal,00:00:00:00:00:00:02:03,4,5.009,680.423,153.335,0.799,0.200,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,
1778468178.673,20260511_084048,normal,00:00:00:00:00:00:01:01,1,5.002,265.494,0.000,0.400,0.000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,
1778468178.674,20260511_084048,normal,00:00:00:00:00:00:01:02,4,5.004,681.119,585.187,0.799,0.600,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,
1778468178.674,20260511_084048,normal,00:00:00:00:00:00:03:03,1,5.004,793.027,0.000,0.999,0.000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,
1778468178.670,20260511_084048,normal,00:00:00:00:00:00:02:01,5,5.004,153.468,681.016,0.200,0.799,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,
1778468178.675,20260511_084048,normal,00:00:00:00:00:00:01:03,1,5.006,361.180,0.000,0.599,0.000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,
1778468178.672,20260511_084048,normal,00:00:00:00:00:00:03:01,5,5.006,584.952,568.970,0.599,0.599,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,
1778468178.677,20260511_084048,normal,00:00:00:00:00:00:03:02,4,5.008,680.473,568.658,0.799,0.599,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,
1778468178.678,20260511_084048,normal,00:00:00:00:00:00:02:03,1,5.009,792.230,0.000,0.998,0.000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,
1778468178.673,20260511_084048,normal,00:00:00:00:00:00:01:01,2,5.002,153.539,569.373,0.200,0.600,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,
1778468178.674,20260511_084048,normal,00:00:00:00:00:00:01:02,2,5.004,569.198,153.492,0.600,0.200,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,
1778468178.674,20260511_084048,normal,00:00:00:00:00:00:03:03,5,5.004,681.108,569.189,0.799,0.600,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,
1778468178.670,20260511_084048,normal,00:00:00:00:00:00:02:01,2,5.004,265.372,361.290,0.400,0.599,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,
1778468178.675,20260511_084048,normal,00:00:00:00:00:00:01:03,5,5.006,568.938,680.808,0.599,0.799,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,
1778468178.672,20260511_084048,normal,00:00:00:00:00:00:03:01,2,5.006,584.952,265.306,0.599,0.400,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,
1778468178.677,20260511_084048,normal,00:00:00:00:00:00:03:02,2,5.008,568.658,584.632,0.599,0.599,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,
1778468178.678,20260511_084048,normal,00:00:00:00:00:00:02:03,2,5.009,249.169,680.423,0.399,0.799,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,
1778468178.673,20260511_084048,normal,00:00:00:00:00:00:01:01,5,5.002,681.329,585.367,0.800,0.600,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,
1778468178.674,20260511_084048,normal,00:00:00:00:00:00:01:02,5,5.004,249.424,681.119,0.400,0.799,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,
1778468178.674,20260511_084048,normal,00:00:00:00:00:00:03:03,2,5.004,681.108,361.339,0.799,0.600,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,
1778468178.670,20260511_084048,normal,00:00:00:00:00:00:02:01,3,5.004,265.372,585.098,0.400,0.599,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,
1778468178.675,20260511_084048,normal,00:00:00:00:00:00:01:03,2,5.006,249.310,568.938,0.400,0.599,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,
1778468178.672,20260511_084048,normal,00:00:00:00:00:00:03:01,3,5.006,265.306,680.846,0.400,0.799,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,
1778468178.677,20260511_084048,normal,00:00:00:00:00:00:03:02,5,5.008,680.473,249.187,0.799,0.399,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,
1778468178.678,20260511_084048,normal,00:00:00:00:00:00:02:03,5,5.009,360.976,680.423,0.599,0.799,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,
1778468178.673,20260511_084048,normal,00:00:00:00:00:00:01:01,3,5.002,361.456,265.494,0.600,0.400,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,
1778468178.674,20260511_084048,normal,00:00:00:00:00:00:01:02,3,5.004,569.198,249.424,0.600,0.400,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,
1778468178.674,20260511_084048,normal,00:00:00:00:00:00:03:03,3,5.004,569.189,681.108,0.600,0.799,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,
1778468178.675,20260511_084048,normal,00:00:00:00:00:00:01:03,3,5.006,361.180,361.180,0.599,0.599,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,
1778468178.677,20260511_084048,normal,00:00:00:00:00:00:03:02,3,5.008,680.473,265.161,0.799,0.399,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,
1778468178.678,20260511_084048,normal,00:00:00:00:00:00:02:03,3,5.009,249.169,472.782,0.399,0.399,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,
1778468178.712,20260511_084048,normal,00:00:00:00:00:00:02:02,1,5.047,152.175,110.961,0.198,0.198,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,
1778468178.712,20260511_084048,normal,00:00:00:00:00:00:02:02,4,5.047,469.207,247.285,0.396,0.396,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,
1778468178.712,20260511_084048,normal,00:00:00:00:00:00:02:02,2,5.047,580.168,675.277,0.594,0.793,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,
1778468178.712,20260511_084048,normal,00:00:00:00:00:00:02:02,5,5.047,580.168,564.316,0.594,0.594,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,
1778468178.712,20260511_084048,normal,00:00:00:00:00:00:02:02,3,5.047,580.168,358.246,0.594,0.594,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,
1778468183.670,20260511_084048,normal,00:00:00:00:00:00:02:02,1,4.958,1113.317,112.945,2.017,0.202,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,
1778468183.670,20260511_084048,normal,00:00:00:00:00:00:02:02,4,4.958,209.755,209.755,0.403,0.403,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,
1778468183.671,20260511_084048,normal,00:00:00:00:00:00:03:01,4,4.999,96.028,208.060,0.200,0.400,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,
1778468183.671,20260511_084048,normal,00:00:00:00:00:00:01:01,4,4.999,208.054,208.054,0.400,0.400,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,
1778468183.672,20260511_084048,normal,00:00:00:00:00:00:02:03,4,4.994,208.257,208.257,0.400,0.400,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,
1778468183.671,20260511_084048,normal,00:00:00:00:00:00:02:01,1,5.001,1103.851,111.985,2.000,0.200,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,
1778468183.672,20260511_084048,normal,00:00:00:00:00:00:01:02,1,4.998,1104.370,112.038,2.001,0.200,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,
1778468183.672,20260511_084048,normal,00:00:00:00:00:00:03:03,4,4.998,208.070,208.070,0.400,0.400,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,
1778468183.670,20260511_084048,normal,00:00:00:00:00:00:02:02,2,4.958,209.755,209.755,0.403,0.403,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,
1778468183.673,20260511_084048,normal,00:00:00:00:00:00:03:02,1,4.996,1104.786,112.080,2.001,0.200,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,
1778468183.674,20260511_084048,normal,00:00:00:00:00:00:01:03,4,4.999,208.058,208.058,0.400,0.400,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,
1778468183.671,20260511_084048,normal,00:00:00:00:00:00:03:01,1,4.999,1104.318,112.032,2.001,0.200,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,
1778468183.671,20260511_084048,normal,00:00:00:00:00:00:01:01,1,4.999,1104.288,112.029,2.001,0.200,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,
1778468183.672,20260511_084048,normal,00:00:00:00:00:00:02:03,1,4.994,1105.364,112.138,2.002,0.200,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,
1778468183.671,20260511_084048,normal,00:00:00:00:00:00:02:01,4,5.001,207.972,207.972,0.400,0.400,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,
1778468183.672,20260511_084048,normal,00:00:00:00:00:00:01:02,4,4.998,208.070,208.070,0.400,0.400,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,
1778468183.672,20260511_084048,normal,00:00:00:00:00:00:03:03,1,4.998,1104.370,112.038,2.001,0.200,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,
1778468183.670,20260511_084048,normal,00:00:00:00:00:00:02:02,5,4.958,209.755,209.755,0.403,0.403,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,
1778468183.673,20260511_084048,normal,00:00:00:00:00:00:03:02,4,4.996,208.148,208.148,0.400,0.400,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,
1778468183.674,20260511_084048,normal,00:00:00:00:00:00:01:03,1,4.999,1104.305,112.031,2.001,0.200,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,
1778468183.671,20260511_084048,normal,00:00:00:00:00:00:03:01,5,4.999,208.060,208.060,0.400,0.400,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,
1778468183.671,20260511_084048,normal,00:00:00:00:00:00:01:01,2,4.999,208.054,208.054,0.400,0.400,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,
1778468183.672,20260511_084048,normal,00:00:00:00:00:00:02:03,2,4.994,208.257,208.257,0.400,0.400,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,
1778468183.671,20260511_084048,normal,00:00:00:00:00:00:02:01,5,5.001,207.972,207.972,0.400,0.400,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,
1778468183.672,20260511_084048,normal,00:00:00:00:00:00:01:02,2,4.998,208.070,208.070,0.400,0.400,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,
1778468183.672,20260511_084048,normal,00:00:00:00:00:00:03:03,5,4.998,208.070,208.070,0.400,0.400,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,
1778468183.670,20260511_084048,normal,00:00:00:00:00:00:02:02,3,4.958,209.755,209.755,0.403,0.403,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,
1778468183.673,20260511_084048,normal,00:00:00:00:00:00:03:02,2,4.996,208.148,208.148,0.400,0.400,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,
1778468183.674,20260511_084048,normal,00:00:00:00:00:00:01:03,5,4.999,208.058,208.058,0.400,0.400,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,
1778468183.671,20260511_084048,normal,00:00:00:00:00:00:03:01,2,4.999,208.060,208.060,0.400,0.400,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,
1778468183.671,20260511_084048,normal,00:00:00:00:00:00:01:01,5,4.999,208.054,96.025,0.400,0.200,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,
1778468183.672,20260511_084048,normal,00:00:00:00:00:00:02:03,5,4.994,208.257,208.257,0.400,0.400,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,
1778468183.671,20260511_084048,normal,00:00:00:00:00:00:02:01,2,5.001,207.972,207.972,0.400,0.400,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,
1778468183.672,20260511_084048,normal,00:00:00:00:00:00:01:02,5,4.998,208.070,208.070,0.400,0.400,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,
1778468183.672,20260511_084048,normal,00:00:00:00:00:00:03:03,2,4.998,208.070,208.070,0.400,0.400,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,
1778468183.673,20260511_084048,normal,00:00:00:00:00:00:03:02,5,4.996,208.148,208.148,0.400,0.400,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,
1778468183.674,20260511_084048,normal,00:00:00:00:00:00:01:03,2,4.999,208.058,208.058,0.400,0.400,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,
1778468183.671,20260511_084048,normal,00:00:00:00:00:00:03:01,3,4.999,208.060,208.060,0.400,0.400,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,
1778468183.671,20260511_084048,normal,00:00:00:00:00:00:01:01,3,4.999,208.054,208.054,0.400,0.400,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,
1778468183.672,20260511_084048,normal,00:00:00:00:00:00:02:03,3,4.994,208.257,208.257,0.400,0.400,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,
1778468183.671,20260511_084048,normal,00:00:00:00:00:00:02:01,3,5.001,207.972,207.972,0.400,0.400,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,
1778468183.672,20260511_084048,normal,00:00:00:00:00:00:01:02,3,4.998,208.070,208.070,0.400,0.400,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,
1778468183.672,20260511_084048,normal,00:00:00:00:00:00:03:03,3,4.998,208.070,208.070,0.400,0.400,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,
1778468183.673,20260511_084048,normal,00:00:00:00:00:00:03:02,3,4.996,208.148,208.148,0.400,0.400,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,
1778468183.674,20260511_084048,normal,00:00:00:00:00:00:01:03,3,4.999,208.058,208.058,0.400,0.400,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,
1778468188.671,20260511_084048,normal,00:00:00:00:00:00:02:02,1,5.001,249.540,0.000,0.400,0.000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,
1778468188.671,20260511_084048,normal,00:00:00:00:00:00:02:02,4,5.001,249.540,249.540,0.400,0.400,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,
1778468188.671,20260511_084048,normal,00:00:00:00:00:00:02:02,2,5.001,249.540,249.540,0.400,0.400,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,
1778468188.671,20260511_084048,normal,00:00:00:00:00:00:02:02,5,5.001,249.540,249.540,0.400,0.400,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,
1778468188.671,20260511_084048,normal,00:00:00:00:00:00:02:02,3,5.001,249.540,249.540,0.400,0.400,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,
1778468188.673,20260511_084048,normal,00:00:00:00:00:00:03:01,4,5.002,361.483,249.519,0.600,0.400,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,
1778468188.673,20260511_084048,normal,00:00:00:00:00:00:03:01,1,5.002,249.519,0.000,0.400,0.000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,
1778468188.673,20260511_084048,normal,00:00:00:00:00:00:03:01,5,5.002,249.519,249.519,0.400,0.400,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,
1778468188.673,20260511_084048,normal,00:00:00:00:00:00:03:01,2,5.002,249.519,249.519,0.400,0.400,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,
1778468188.673,20260511_084048,normal,00:00:00:00:00:00:03:01,3,5.002,249.519,249.519,0.400,0.400,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,
1778468188.671,20260511_084048,normal,00:00:00:00:00:00:02:01,1,5.001,249.556,0.000,0.400,0.000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,
1778468188.671,20260511_084048,normal,00:00:00:00:00:00:02:01,4,5.001,249.556,249.556,0.400,0.400,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,
1778468188.671,20260511_084048,normal,00:00:00:00:00:00:02:01,5,5.001,249.556,249.556,0.400,0.400,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,
1778468188.673,20260511_084048,normal,00:00:00:00:00:00:01:01,4,5.002,249.519,249.519,0.400,0.400,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,
1778468188.673,20260511_084048,normal,00:00:00:00:00:00:01:01,1,5.002,249.519,0.000,0.400,0.000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,
1778468188.673,20260511_084048,normal,00:00:00:00:00:00:01:01,2,5.002,249.519,249.519,0.400,0.400,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,
1778468188.673,20260511_084048,normal,00:00:00:00:00:00:01:01,5,5.002,249.519,361.483,0.400,0.600,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,
1778468188.675,20260511_084048,normal,00:00:00:00:00:00:01:03,4,5.001,249.547,249.547,0.400,0.400,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,
1778468188.674,20260511_084048,normal,00:00:00:00:00:00:03:02,1,5.001,249.571,0.000,0.400,0.000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,
1778468188.671,20260511_084048,normal,00:00:00:00:00:00:02:01,2,5.001,249.556,249.556,0.400,0.400,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,
1778468188.674,20260511_084048,normal,00:00:00:00:00:00:02:03,4,5.002,249.482,249.482,0.400,0.400,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,
1778468188.674,20260511_084048,normal,00:00:00:00:00:00:01:02,1,5.002,249.501,0.000,0.400,0.000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,
1778468188.673,20260511_084048,normal,00:00:00:00:00:00:01:01,3,5.002,249.519,249.519,0.400,0.400,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,
